file_name,unique_file,path,species,label,subset,sample_rate,num_frames,length
Roeselianaroeselii_XC751814-dat028-019_edit1_cut0.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut0.wav,Roeselianaroeselii,56,train,44100,441000,10.0
Roeselianaroeselii_XC751814-dat028-019_edit1_cut1.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut1.wav,Roeselianaroeselii,56,train,44100,441000,10.0
Roeselianaroeselii_XC751814-dat028-019_edit1_cut2.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut2.wav,Roeselianaroeselii,56,train,44100,441000,10.0
Roeselianaroeselii_XC751814-dat028-019_edit1_cut3.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut3.wav,Roeselianaroeselii,56,train,44100,441000,10.0
Roeselianaroeselii_XC751814-dat028-019_edit1_cut4.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut4.wav,Roeselianaroeselii,56,train,44100,441000,10.0
Roeselianaroeselii_XC751814-dat028-019_edit1_cut5.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut5.wav,Roeselianaroeselii,56,train,44100,441000,10.0
Roeselianaroeselii_XC751814-dat028-019_edit1_cut6.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut6.wav,Roeselianaroeselii,56,train,44100,441000,10.0
Roeselianaroeselii_XC751814-dat028-019_edit1_cut7.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut7.wav,Roeselianaroeselii,56,train,44100,441000,10.0
Roeselianaroeselii_XC751814-dat028-019_edit1_cut8.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut8.wav,Roeselianaroeselii,56,train,44100,441000,10.0
Roeselianaroeselii_XC751814-dat028-019_edit1_cut9.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut9.wav,Roeselianaroeselii,56,train,44100,441000,10.0
Roeselianaroeselii_XC751814-dat028-019_edit1_cut10.wav,Roeselianaroeselii_XC751814-dat028-019,data/data_chunks/train/Roeselianaroeselii_XC751814-dat028-019_edit1_cut10.wav,Roeselianaroeselii,56,train,44100,176400,4.0
Roeselianaroeselii_XC752367-dat006-010.wav,Roeselianaroeselii_XC752367-dat006-010,data/data_chunks/train/Roeselianaroeselii_XC752367-dat006-010.wav,Roeselianaroeselii,56,train,44100,337571,7.654671201814059
Yoyettacelis_GBIF2465208563_IN36000894_50988.wav,Yoyettacelis_GBIF2465208563_IN36000894_50988,data/data_chunks/train/Yoyettacelis_GBIF2465208563_IN36000894_50988.wav,Yoyettacelis,64,train,44100,220500,5.0
Gomphocerippusrufus_XC752285-dat001-045_cut0.wav,Gomphocerippusrufus_XC752285-dat001-045,data/data_chunks/train/Gomphocerippusrufus_XC752285-dat001-045_cut0.wav,Gomphocerippusrufus,26,train,44100,441000,10.0
Gomphocerippusrufus_XC752285-dat001-045_cut1.wav,Gomphocerippusrufus_XC752285-dat001-045,data/data_chunks/train/Gomphocerippusrufus_XC752285-dat001-045_cut1.wav,Gomphocerippusrufus,26,train,44100,252693,5.73
Atrapsaltacorticina_GBIF2901504947_IN62966536_143690_cut0.wav,Atrapsaltacorticina_GBIF2901504947_IN62966536_143690,data/data_chunks/val/Atrapsaltacorticina_GBIF2901504947_IN62966536_143690_cut0.wav,Atrapsaltacorticina,3,validation,44100,441000,10.0
Atrapsaltacorticina_GBIF2901504947_IN62966536_143690_cut1.wav,Atrapsaltacorticina_GBIF2901504947_IN62966536_143690,data/data_chunks/val/Atrapsaltacorticina_GBIF2901504947_IN62966536_143690_cut1.wav,Atrapsaltacorticina,3,validation,44100,61739,1.4
Phaneropteranana_XC755717-221013-Phaneroptera-nana-Spontangesang-FH-1918-14°C_edit4.wav,Phaneropteranana_XC755717-221013-Phaneroptera-nana-Spontangesang-FH-1918-14°C,data/data_chunks/train/Phaneropteranana_XC755717-221013-Phaneroptera-nana-Spontangesang-FH-1918-14°C_edit4.wav,Phaneropteranana,41,train,44100,88200,2.0
